,Código,Município,Ano,IFGF,C_IFGF,IFDM,C_IFDM
306,330205,Italva,2016,0.480209861494088,Dificuldade,0.5285,Baixo
307,330210,Itaocara,2016,0.508400862518279,Dificuldade,0.4643,Baixo
308,330220,Itaperuna,2016,0.630407628963827,Boa Gestão,0.6471,Moderado
309,330225,Itatiaia,2016,0.580082678112584,Dificuldade,0.6188,Moderado
310,330227,Japeri,2016,0.452982197158128,Dificuldade,0.3743,Crítico
311,330230,Laje do Muriaé,2016,0.54101575300912,Dificuldade,0.4669,Baixo
312,330240,Macaé,2016,0.417321070987371,Dificuldade,0.6652,Moderado
313,330245,Macuco,2016,0.271685427392772,Crítica,0.5422,Baixo
314,330250,Magé,2016,0.388971110042818,Crítica,0.4404,Baixo
315,330260,Mangaratiba,2016,0.473793790984373,Dificuldade,0.6097,Moderado
316,330270,Maricá,2016,0.53298849452328,Dificuldade,0.5254,Baixo
317,330280,Mendes,2016,0.337764614435759,Crítica,0.5327,Baixo
318,330285,Mesquita,2016,0.116851074208311,Crítica,0.4909,Baixo
319,330290,Miguel Pereira,2016,0.55301487641519,Dificuldade,0.5234,Baixo
320,330300,Miracema,2016,0.265483532954984,Crítica,0.5563,Baixo
321,330310,Natividade,2016,0.485405776677708,Dificuldade,0.5473,Baixo
322,330320,Nilópolis,2016,0.381355942659821,Crítica,0.512,Baixo
323,330330,Niterói,2016,0.902355226728882,Excelência,0.7076,Moderado
324,330340,Nova Friburgo,2016,0.563140437361033,Dificuldade,0.6443,Moderado
325,330350,Nova Iguaçu,2016,0.440057231563861,Dificuldade,0.4853,Baixo
326,330360,Paracambi,2016,0.385984234605479,Crítica,0.4446,Baixo
327,330370,Paraíba do Sul,2016,0.507367963323314,Dificuldade,0.5793,Baixo
328,330380,Paraty,2016,0.762517437230147,Boa Gestão,0.6054,Moderado
329,330385,Paty do Alferes,2016,0.196124165407664,Crítica,0.4688,Baixo
330,330390,Petrópolis,2016,0.527524446424079,Dificuldade,0.679,Moderado
331,330395,Pinheiral,2016,0.575520009136872,Dificuldade,0.5587,Baixo
332,330400,Piraí,2016,0.626832511127849,Boa Gestão,0.6501,Moderado
333,330410,Porciúncula,2016,0.34207973341068,Crítica,0.548,Baixo
334,330411,Porto Real,2016,0.355603404695076,Crítica,0.6576,Moderado
335,330412,Quatis,2016,0.546108087164064,Dificuldade,0.5161,Baixo
336,330414,Queimados,2016,0.587806362070049,Dificuldade,0.4309,Baixo
337,330415,Quissamã,2016,0.458178039429344,Dificuldade,0.5653,Baixo
338,330420,Resende,2016,0.525002890148431,Dificuldade,0.6656,Moderado
339,330430,Rio Bonito,2016,0.293651786444688,Crítica,0.6422,Moderado
340,330440,Rio Claro,2016,0.594853524050929,Dificuldade,0.5201,Baixo
341,330450,Rio das Flores,2016,0.362422141335388,Crítica,0.6077,Moderado
342,330452,Rio das Ostras,2016,0.57939107164637,Dificuldade,0.5717,Baixo
343,330455,Rio de Janeiro,2016,0.748998872147756,Boa Gestão,0.7147,Moderado
344,330460,Santa Maria Madalena,2016,0.357636091838425,Crítica,0.4725,Baixo
345,330470,Santo Antônio de Pádua,2016,0.414489549567691,Dificuldade,0.5631,Baixo
346,330475,São Francisco de Itabapoana,2016,0.320197376994746,Crítica,0.4068,Baixo
347,330480,São Fidélis,2016,0.403254833056402,Dificuldade,0.4676,Baixo
348,330490,São Gonçalo,2016,0.602857707010733,Boa Gestão,0.4501,Baixo
349,330500,São João da Barra,2016,0.242330051584115,Crítica,0.5531,Baixo
350,330510,São João de Meriti,2016,0.332470104008216,Crítica,0.4696,Baixo
351,330513,São José de Ubá,2016,0.433826099018017,Dificuldade,0.548,Baixo
352,330515,São José do Vale do Rio Preto,2016,0.376083247352895,Crítica,0.5674,Baixo
353,330520,São Pedro da Aldeia,2016,0.627739054642744,Boa Gestão,0.5131,Baixo
354,330530,São Sebastião do Alto,2016,0.619838701923701,Boa Gestão,0.4878,Baixo
355,330540,Sapucaia,2016,0.269415186106029,Crítica,0.5466,Baixo
356,330550,Saquarema,2016,0.627963576244763,Boa Gestão,0.5324,Baixo
357,330555,Seropédica,2016,,Crítica,0.5172,Baixo
358,330560,Silva Jardim,2016,0.463883833313981,Dificuldade,0.5323,Baixo
359,330570,Sumidouro,2016,0.433735605552766,Dificuldade,0.4319,Baixo
360,330575,Tanguá,2016,0.32251699515904,Crítica,0.4684,Baixo
361,330580,Teresópolis,2016,0.516047708418149,Dificuldade,0.6335,Moderado
362,330590,Trajano de Moraes,2016,0.387745790637101,Crítica,0.4954,Baixo
363,330600,Três Rios,2016,0.424233868130791,Dificuldade,0.6118,Moderado
364,330610,Valença,2016,0.488540520169812,Dificuldade,0.5565,Baixo
365,330615,Varre-Sai,2016,0.296423738620547,Crítica,0.4514,Baixo
366,330620,Vassouras,2016,0.270485013037912,Crítica,0.5744,Baixo
367,330630,Volta Redonda,2016,0.365494345870293,Crítica,0.6775,Moderado
368,330010,Angra dos Reis,2017,0.689921347048891,Boa Gestão,0.5897,Baixo
369,330015,Aperibé,2017,,Crítica,0.6212,Moderado
370,330020,Araruama,2017,,Crítica,0.5035,Baixo
371,330022,Areal,2017,0.530116738934988,Dificuldade,0.6133,Moderado
372,330023,Armação dos Búzios,2017,0.392795166960055,Crítica,0.6497,Moderado
373,330025,Arraial do Cabo,2017,0.031384931415437,Crítica,0.5334,Baixo
374,330030,Barra do Piraí,2017,0.513503250186879,Dificuldade,0.5019,Baixo
375,330040,Barra Mansa,2017,0.539394362642597,Dificuldade,0.5927,Baixo
376,330045,Belford Roxo,2017,0.363616332068799,Crítica,0.3781,Crítico
377,330050,Bom Jardim,2017,0.464610578184191,Dificuldade,0.527,Baixo
378,330060,Bom Jesus do Itabapoana,2017,0.310423298470054,Crítica,0.6059,Moderado
379,330070,Cabo Frio,2017,0.398228865346345,Crítica,0.5737,Baixo
380,330080,Cachoeiras de Macacu,2017,0.408939143942473,Dificuldade,0.4999,Baixo
381,330090,Cambuci,2017,0.346956877754915,Crítica,0.5293,Baixo
382,330093,Carapebus,2017,0.0338838652045953,Crítica,0.5555,Baixo
383,330095,Comendador Levy Gasparian,2017,0.572314633044602,Dificuldade,0.6442,Moderado
384,330100,Campos dos Goytacazes,2017,0.279535915198316,Crítica,0.5692,Baixo
385,330110,Cantagalo,2017,0.42324092893195,Dificuldade,0.5433,Baixo
386,330115,Cardoso Moreira,2017,0.182891944752585,Crítica,0.5221,Baixo
387,330120,Carmo,2017,0.375985635234147,Crítica,0.5856,Baixo
388,330130,Casimiro de Abreu,2017,0.484377548474968,Dificuldade,0.5674,Baixo
389,330140,Conceição de Macabu,2017,0.761286708096307,Boa Gestão,0.5057,Baixo
390,330150,Cordeiro,2017,0.46329022009175,Dificuldade,0.5666,Baixo
391,330160,Duas Barras,2017,0.634419932437275,Boa Gestão,0.5072,Baixo
392,330170,Duque de Caxias,2017,0.284998541612581,Crítica,0.5073,Baixo
393,330180,Engenheiro Paulo de Frontin,2017,0.173391164793455,Crítica,0.5228,Baixo
394,330185,Guapimirim,2017,0.337699193071452,Crítica,0.4833,Baixo
395,330187,Iguaba Grande,2017,0.429206845854128,Dificuldade,0.5179,Baixo
396,330190,Itaboraí,2017,0.132092111923082,Crítica,0.4866,Baixo
397,330200,Itaguaí,2017,0.265186438741386,Crítica,0.5804,Baixo
398,330205,Italva,2017,0.598093304911417,Dificuldade,0.547,Baixo
399,330210,Itaocara,2017,0.557049229998714,Dificuldade,0.5129,Baixo
400,330220,Itaperuna,2017,0.611301162578515,Boa Gestão,0.6671,Moderado
401,330225,Itatiaia,2017,0.428031559251201,Dificuldade,0.6369,Moderado
402,330227,Japeri,2017,0.35080180662765,Crítica,0.3692,Crítico
403,330230,Laje do Muriaé,2017,,Crítica,0.4826,Baixo
404,330240,Macaé,2017,0.411896122422172,Dificuldade,0.6824,Moderado
405,330245,Macuco,2017,0.535475711006325,Dificuldade,0.5743,Baixo
406,330250,Magé,2017,0.464750918063224,Dificuldade,0.465,Baixo
407,330260,Mangaratiba,2017,0.491260508530656,Dificuldade,0.6027,Moderado
408,330270,Maricá,2017,0.681114891244312,Boa Gestão,0.5523,Baixo
409,330280,Mendes,2017,0.552171439411082,Dificuldade,0.5288,Baixo
410,330285,Mesquita,2017,0.0634966738906985,Crítica,0.5009,Baixo
411,330290,Miguel Pereira,2017,0.475643221735085,Dificuldade,0.5377,Baixo
412,330300,Miracema,2017,0.263447302370904,Crítica,0.5436,Baixo
413,330310,Natividade,2017,0.405061746122196,Dificuldade,0.562,Baixo
414,330320,Nilópolis,2017,0.452338117629499,Dificuldade,0.509,Baixo
415,330330,Niterói,2017,0.938422602341506,Excelência,0.7093,Moderado
416,330340,Nova Friburgo,2017,0.577264245389596,Dificuldade,0.6747,Moderado
417,330350,Nova Iguaçu,2017,0.467341012270726,Dificuldade,0.4813,Baixo
418,330360,Paracambi,2017,0.521356914198662,Dificuldade,0.5052,Baixo
419,330370,Paraíba do Sul,2017,0.301715470011993,Crítica,0.5881,Baixo
420,330380,Paraty,2017,0.567847584693776,Dificuldade,0.6174,Moderado
421,330385,Paty do Alferes,2017,0.257265487715256,Crítica,0.4735,Baixo
422,330390,Petrópolis,2017,0.474864289480195,Dificuldade,0.6675,Moderado
423,330395,Pinheiral,2017,0.554349673374803,Dificuldade,0.6078,Moderado
424,330400,Piraí,2017,0.556818998545052,Dificuldade,0.6452,Moderado
425,330410,Porciúncula,2017,0.332750970381,Crítica,0.5111,Baixo
426,330411,Porto Real,2017,0.408149035322081,Dificuldade,0.6672,Moderado
427,330412,Quatis,2017,0.547427512846633,Dificuldade,0.5407,Baixo
428,330414,Queimados,2017,0.464260817899026,Dificuldade,0.4411,Baixo
429,330415,Quissamã,2017,0.470720266106535,Dificuldade,0.5796,Baixo
430,330420,Resende,2017,0.551677674224984,Dificuldade,0.6885,Moderado
431,330430,Rio Bonito,2017,0.196481969633621,Crítica,0.6108,Moderado
432,330440,Rio Claro,2017,0.49748933322459,Dificuldade,0.512,Baixo
433,330450,Rio das Flores,2017,0.333672850356534,Crítica,0.6112,Moderado
434,330452,Rio das Ostras,2017,0.717781161477483,Boa Gestão,0.5875,Baixo
435,330455,Rio de Janeiro,2017,0.383896382479677,Crítica,0.7336,Moderado
436,330460,Santa Maria Madalena,2017,0.400209912752415,Dificuldade,0.5081,Baixo
437,330470,Santo Antônio de Pádua,2017,0.422588384108786,Dificuldade,0.625,Moderado
438,330475,São Francisco de Itabapoana,2017,0.162402191991011,Crítica,0.4244,Baixo
439,330480,São Fidélis,2017,0.347769987734806,Crítica,0.4818,Baixo
440,330490,São Gonçalo,2017,0.520806373912865,Dificuldade,0.4699,Baixo
441,330500,São João da Barra,2017,0.571669707615857,Dificuldade,0.5621,Baixo
442,330510,São João de Meriti,2017,0.198565912764571,Crítica,0.46,Baixo
443,330513,São José de Ubá,2017,0.572908112522784,Dificuldade,0.5401,Baixo
444,330515,São José do Vale do Rio Preto,2017,0.361771974959605,Crítica,0.5741,Baixo
445,330520,São Pedro da Aldeia,2017,0.64577692268037,Boa Gestão,0.5335,Baixo
446,330530,São Sebastião do Alto,2017,0.437455861642712,Dificuldade,0.4998,Baixo
447,330540,Sapucaia,2017,0.375899280252515,Crítica,0.5772,Baixo
448,330550,Saquarema,2017,0.548933796310748,Dificuldade,0.5426,Baixo
449,330555,Seropédica,2017,,Crítica,0.5055,Baixo
450,330560,Silva Jardim,2017,0.470415513649784,Dificuldade,0.5374,Baixo
451,330570,Sumidouro,2017,0.440999396328612,Dificuldade,0.4643,Baixo
452,330575,Tanguá,2017,0.293328243688075,Crítica,0.4803,Baixo
453,330580,Teresópolis,2017,0.610851952922855,Boa Gestão,0.6368,Moderado
454,330590,Trajano de Moraes,2017,0.412686165286112,Dificuldade,0.4452,Baixo
455,330600,Três Rios,2017,0.325763075885501,Crítica,0.6282,Moderado
456,330610,Valença,2017,0.587358794841304,Dificuldade,0.5632,Baixo
457,330615,Varre-Sai,2017,0.282720876776176,Crítica,0.4333,Baixo
458,330620,Vassouras,2017,0.389503009615392,Crítica,0.6098,Moderado
459,330630,Volta Redonda,2017,0.494273356761723,Dificuldade,0.6931,Moderado
460,330010,Angra dos Reis,2018,0.686253224835639,Boa Gestão,0.5755,Baixo
461,330015,Aperibé,2018,,Crítica,0.5676,Baixo
462,330020,Araruama,2018,,Crítica,0.5314,Baixo
463,330022,Areal,2018,0.606756519053089,Boa Gestão,0.6415,Moderado
464,330023,Armação dos Búzios,2018,0.451993622715199,Dificuldade,0.6409,Moderado
465,330025,Arraial do Cabo,2018,,Crítica,0.5402,Baixo
466,330030,Barra do Piraí,2018,0.564486860553115,Dificuldade,0.5194,Baixo
467,330040,Barra Mansa,2018,0.567866917461815,Dificuldade,0.6198,Moderado
468,330045,Belford Roxo,2018,0.489157894191066,Dificuldade,0.374,Crítico
469,330050,Bom Jardim,2018,0.602389897730435,Boa Gestão,0.5732,Baixo
470,330060,Bom Jesus do Itabapoana,2018,0.428792396899836,Dificuldade,0.5937,Baixo
471,330070,Cabo Frio,2018,,Crítica,0.5917,Baixo
472,330080,Cachoeiras de Macacu,2018,0.165393924090202,Crítica,0.5374,Baixo
473,330090,Cambuci,2018,,Crítica,0.4893,Baixo
474,330093,Carapebus,2018,0.221514735475899,Crítica,0.5597,Baixo
475,330095,Comendador Levy Gasparian,2018,0.677915085350336,Boa Gestão,0.6014,Moderado
476,330100,Campos dos Goytacazes,2018,0.468254011275635,Dificuldade,0.5744,Baixo
477,330110,Cantagalo,2018,0.572536493724674,Dificuldade,0.5217,Baixo
478,330115,Cardoso Moreira,2018,0.457917307479682,Dificuldade,0.5491,Baixo
479,330120,Carmo,2018,,Crítica,0.5664,Baixo
480,330130,Casimiro de Abreu,2018,0.57463823818031,Dificuldade,0.5545,Baixo
481,330140,Conceição de Macabu,2018,0.713547343195229,Boa Gestão,0.4951,Baixo
482,330150,Cordeiro,2018,0.41560506399729,Dificuldade,0.6097,Moderado
483,330160,Duas Barras,2018,,Crítica,0.4954,Baixo
484,330170,Duque de Caxias,2018,0.3402962491359,Crítica,0.523,Baixo
485,330180,Engenheiro Paulo de Frontin,2018,0.191665874075729,Crítica,0.5041,Baixo
486,330185,Guapimirim,2018,0.0352471854167808,Crítica,0.5012,Baixo
487,330187,Iguaba Grande,2018,0.380120905281856,Crítica,0.5115,Baixo
488,330190,Itaboraí,2018,0.38232809263309,Crítica,0.5049,Baixo
489,330200,Itaguaí,2018,0.43614463889613,Dificuldade,0.5595,Baixo
490,330205,Italva,2018,0.64441508285877,Boa Gestão,0.5696,Baixo
491,330210,Itaocara,2018,0.514266781570326,Dificuldade,0.5477,Baixo
492,330220,Itaperuna,2018,0.38261370550494,Crítica,0.6861,Moderado
493,330225,Itatiaia,2018,0.588536581228154,Dificuldade,0.6376,Moderado
494,330227,Japeri,2018,0.401144394212928,Dificuldade,0.3869,Crítico
495,330230,Laje do Muriaé,2018,,Crítica,0.5385,Baixo
496,330240,Macaé,2018,0.70613453388231,Boa Gestão,0.697,Moderado
497,330245,Macuco,2018,0.632718175989936,Boa Gestão,0.5754,Baixo
498,330250,Magé,2018,,Crítica,0.46,Baixo
499,330260,Mangaratiba,2018,0.168105322313883,Crítica,0.6075,Moderado
500,330270,Maricá,2018,0.718406926029404,Boa Gestão,0.5557,Baixo
501,330280,Mendes,2018,0.550604364703265,Dificuldade,0.5682,Baixo
502,330285,Mesquita,2018,,Crítica,0.4997,Baixo
503,330290,Miguel Pereira,2018,0.652432900877474,Boa Gestão,0.5776,Baixo
504,330300,Miracema,2018,0.23070527823614,Crítica,0.5391,Baixo
505,330310,Natividade,2018,0.474568488416047,Dificuldade,0.5742,Baixo
506,330320,Nilópolis,2018,0.350158588199453,Crítica,0.5297,Baixo
507,330330,Niterói,2018,0.806612201532277,Excelência,0.7095,Moderado
508,330340,Nova Friburgo,2018,0.593189010659136,Dificuldade,0.6874,Moderado
509,330350,Nova Iguaçu,2018,0.550005030528385,Dificuldade,0.4526,Baixo
510,330360,Paracambi,2018,0.4799250711224,Dificuldade,0.5008,Baixo
511,330370,Paraíba do Sul,2018,0.440650454353367,Dificuldade,0.5872,Baixo
512,330380,Paraty,2018,0.716863406132725,Boa Gestão,0.5757,Baixo
513,330385,Paty do Alferes,2018,0.581798727981756,Dificuldade,0.4895,Baixo
514,330390,Petrópolis,2018,0.608564330996552,Boa Gestão,0.6708,Moderado
515,330395,Pinheiral,2018,0.586619567952275,Dificuldade,0.6269,Moderado
516,330400,Piraí,2018,0.620660446662405,Boa Gestão,0.65,Moderado
517,330410,Porciúncula,2018,0.388616880128115,Crítica,0.5206,Baixo
518,330411,Porto Real,2018,0.458070185012222,Dificuldade,0.6815,Moderado
519,330412,Quatis,2018,0.543845921068381,Dificuldade,0.5533,Baixo
520,330414,Queimados,2018,0.546263158819822,Dificuldade,0.4288,Baixo
521,330415,Quissamã,2018,0.458961342605493,Dificuldade,0.5905,Baixo
522,330420,Resende,2018,0.644523204745476,Boa Gestão,0.6797,Moderado
523,330430,Rio Bonito,2018,0.502202449838109,Dificuldade,0.6298,Moderado
524,330440,Rio Claro,2018,0.571485965898004,Dificuldade,0.5276,Baixo
525,330450,Rio das Flores,2018,0.328657667242217,Crítica,0.6065,Moderado
526,330452,Rio das Ostras,2018,0.71798165725622,Boa Gestão,0.5909,Baixo
527,330455,Rio de Janeiro,2018,0.422696985535948,Dificuldade,0.7329,Moderado
528,330460,Santa Maria Madalena,2018,0.505898367838387,Dificuldade,0.465,Baixo
529,330470,Santo Antônio de Pádua,2018,0.553596030461297,Dificuldade,0.5796,Baixo
530,330475,São Francisco de Itabapoana,2018,0.0726209864082327,Crítica,0.453,Baixo
531,330480,São Fidélis,2018,0.445666636580147,Dificuldade,0.4755,Baixo
532,330490,São Gonçalo,2018,0.584457256378344,Dificuldade,0.4765,Baixo
533,330500,São João da Barra,2018,0.66169853608777,Boa Gestão,0.6095,Moderado
534,330510,São João de Meriti,2018,,Crítica,0.4591,Baixo
535,330513,São José de Ubá,2018,0.650479668982766,Boa Gestão,0.5217,Baixo
536,330515,São José do Vale do Rio Preto,2018,,Crítica,0.535,Baixo
537,330520,São Pedro da Aldeia,2018,0.536161223185747,Dificuldade,0.5113,Baixo
538,330530,São Sebastião do Alto,2018,0.48213313970021,Dificuldade,0.4707,Baixo
539,330540,Sapucaia,2018,0.317845606499603,Crítica,0.5987,Baixo
540,330550,Saquarema,2018,0.690788539094146,Boa Gestão,0.5105,Baixo
541,330555,Seropédica,2018,,Crítica,0.5081,Baixo
542,330560,Silva Jardim,2018,0.507187628723151,Dificuldade,0.5421,Baixo
543,330570,Sumidouro,2018,0.603839825533104,Boa Gestão,0.4785,Baixo
544,330575,Tanguá,2018,0.31533248831726,Crítica,0.4776,Baixo
545,330580,Teresópolis,2018,0.427450805147062,Dificuldade,0.6384,Moderado
546,330590,Trajano de Moraes,2018,0.513995326332284,Dificuldade,0.4584,Baixo
547,330600,Três Rios,2018,0.473770976024699,Dificuldade,0.632,Moderado
548,330610,Valença,2018,0.615868471882458,Boa Gestão,0.5678,Baixo
549,330615,Varre-Sai,2018,0.371286736295854,Crítica,0.4275,Baixo
550,330620,Vassouras,2018,0.482812922884154,Dificuldade,0.6214,Moderado
551,330630,Volta Redonda,2018,0.425963794484931,Dificuldade,0.6834,Moderado
552,330010,Angra dos Reis,2019,0.7356469396738076,Boa Gestão,0.5982,Baixo
553,330015,Aperibé,2019,0.030417622819726167,Crítica,0.5894,Baixo
554,330020,Araruama,2019,,Crítica,0.5394,Baixo
555,330022,Areal,2019,0.6846306163682313,Boa Gestão,0.633,Moderado
556,330023,Armação dos Búzios,2019,0.547436003473351,Dificuldade,0.6265,Moderado
557,330025,Arraial do Cabo,2019,0.3518263049785731,Crítica,0.5802,Baixo
558,330030,Barra do Piraí,2019,0.41720326963384624,Dificuldade,0.537,Baixo
559,330040,Barra Mansa,2019,0.5808690079070561,Dificuldade,0.6128,Moderado
560,330045,Belford Roxo,2019,0.5848078277598998,Dificuldade,0.3792,Crítico
561,330050,Bom Jardim,2019,0.5809456151785033,Dificuldade,0.5754,Baixo
562,330060,Bom Jesus do Itabapoana,2019,0.49241638341878685,Dificuldade,0.5842,Baixo
563,330070,Cabo Frio,2019,0.39097202350268667,Crítica,0.593,Baixo
564,330080,Cachoeiras de Macacu,2019,0.07089230383975298,Crítica,0.4881,Baixo
565,330090,Cambuci,2019,0.5868461674447922,Dificuldade,0.5401,Baixo
566,330093,Carapebus,2019,,Crítica,0.6328,Moderado
567,330095,Comendador Levy Gasparian,2019,0.5728545138585477,Dificuldade,0.6898,Moderado
568,330100,Campos dos Goytacazes,2019,0.28310025664948474,Crítica,0.5733,Baixo
569,330110,Cantagalo,2019,0.49483059254005246,Dificuldade,0.5549,Baixo
570,330115,Cardoso Moreira,2019,0.3128835061975186,Crítica,0.5636,Baixo
571,330120,Carmo,2019,,Crítica,0.6029,Moderado
572,330130,Casimiro de Abreu,2019,0.48472095711338925,Dificuldade,0.561,Baixo
573,330140,Conceição de Macabu,2019,0.6940920869665604,Boa Gestão,0.4846,Baixo
574,330150,Cordeiro,2019,0.5398791371279532,Dificuldade,0.6033,Moderado
575,330160,Duas Barras,2019,0.5811115345602254,Dificuldade,0.4964,Baixo
576,330170,Duque de Caxias,2019,0.3747718043407129,Crítica,0.5309,Baixo
577,330180,Engenheiro Paulo de Frontin,2019,0.27585670955901265,Crítica,0.5106,Baixo
578,330185,Guapimirim,2019,0.040276512990766934,Crítica,0.527,Baixo
579,330187,Iguaba Grande,2019,0.40765248731736875,Dificuldade,0.5515,Baixo
580,330190,Itaboraí,2019,0.5834693137466822,Dificuldade,0.4914,Baixo
581,330200,Itaguaí,2019,0.46876485127832107,Dificuldade,0.5784,Baixo
582,330205,Italva,2019,0.6411363908275112,Boa Gestão,0.5143,Baixo
583,330210,Itaocara,2019,0.534815493995909,Dificuldade,0.5882,Baixo
584,330220,Itaperuna,2019,0.5287496061745907,Dificuldade,0.6681,Moderado
585,330225,Itatiaia,2019,0.7064266116446901,Boa Gestão,0.6332,Moderado
586,330227,Japeri,2019,0.5053938669664728,Dificuldade,0.4055,Baixo
587,330230,Laje do Muriaé,2019,0.5617222744535891,Dificuldade,0.5712,Baixo
588,330240,Macaé,2019,0.5945724277270199,Dificuldade,0.6814,Moderado
589,330245,Macuco,2019,0.5631519549448799,Dificuldade,0.6169,Moderado
590,330250,Magé,2019,0.4499937049436277,Dificuldade,0.4744,Baixo
591,330260,Mangaratiba,2019,0.29010515208695214,Crítica,0.5653,Baixo
592,330270,Maricá,2019,0.75,Boa Gestão,0.5692,Baixo
593,330280,Mendes,2019,0.47736044659318805,Dificuldade,0.5836,Baixo
594,330285,Mesquita,2019,0.5034800884632236,Dificuldade,0.4905,Baixo
595,330290,Miguel Pereira,2019,0.5445037574225962,Dificuldade,0.5868,Baixo
596,330300,Miracema,2019,0.3161289858577572,Crítica,0.5641,Baixo
597,330310,Natividade,2019,0.5946506871210292,Dificuldade,0.5853,Baixo
598,330320,Nilópolis,2019,0.5616511985022609,Dificuldade,0.5245,Baixo
599,330330,Niterói,2019,0.963990130280007,Excelência,0.6927,Moderado
600,330340,Nova Friburgo,2019,0.6381582090769333,Boa Gestão,0.6807,Moderado
601,330350,Nova Iguaçu,2019,0.6794225087643743,Boa Gestão,0.4779,Baixo
602,330360,Paracambi,2019,0.29892539000947893,Crítica,0.5188,Baixo
603,330370,Paraíba do Sul,2019,0.5713113591059551,Dificuldade,0.6041,Moderado
604,330380,Paraty,2019,0.6990215080163273,Boa Gestão,0.5963,Baixo
605,330385,Paty do Alferes,2019,0.5379669660985718,Dificuldade,0.4849,Baixo
606,330390,Petrópolis,2019,0.6161476271284482,Boa Gestão,0.6773,Moderado
607,330395,Pinheiral,2019,0.5978799516222837,Dificuldade,0.6176,Moderado
608,330400,Piraí,2019,0.7353477531241362,Boa Gestão,0.6515,Moderado
609,330410,Porciúncula,2019,0.5970481587176444,Dificuldade,0.544,Baixo
610,330411,Porto Real,2019,0.44364310228068105,Dificuldade,0.6824,Moderado
611,330412,Quatis,2019,0.6238127548795249,Boa Gestão,0.5385,Baixo
612,330414,Queimados,2019,0.4727148560027228,Dificuldade,0.4325,Baixo
613,330415,Quissamã,2019,0.45241457735910184,Dificuldade,0.5715,Baixo
614,330420,Resende,2019,0.6463814036693971,Boa Gestão,0.6964,Moderado
